Project Name ▲,Sample ID,Source,Strategy,Selection,Layout,File Name,File Path,accession,experiment,instrument,run,spots,bases,size,published
OSD,SAMEA3275504,METAGENOMIC,WGS,RANDOM,paired,ERR771065_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771065_2.fastq.gz,ERR771065,ERX714293,Illumina MiSeq,ERR771065,"1,209,281",463.6M,240.2Mb,3/4/15
OSD,SAMEA3275505,METAGENOMIC,WGS,RANDOM,paired,ERR771066_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771066_1.fastq.gz,ERR771066,ERX714250,Illumina MiSeq,ERR771066,"1,334,084",507.2M,258.1Mb,3/4/15
OSD,SAMEA3275505,METAGENOMIC,WGS,RANDOM,paired,ERR771066_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771066_2.fastq.gz,ERR771066,ERX714250,Illumina MiSeq,ERR771066,"1,334,084",507.2M,258.1Mb,3/4/15
OSD,SAMEA3275506,METAGENOMIC,WGS,RANDOM,paired,ERR771067_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771067_1.fastq.gz,ERR771067,ERX714294,Illumina MiSeq,ERR771067,"1,547,784",586.9M,309.8Mb,3/4/15
OSD,SAMEA3275506,METAGENOMIC,WGS,RANDOM,paired,ERR771067_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771067_2.fastq.gz,ERR771067,ERX714294,Illumina MiSeq,ERR771067,"1,547,784",586.9M,309.8Mb,3/4/15
OSD,SAMEA3275507,METAGENOMIC,WGS,RANDOM,paired,ERR771068_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771068_1.fastq.gz,ERR771068,ERX714253,Illumina MiSeq,ERR771068,"1,610,966",635.6M,324.4Mb,3/4/15
OSD,SAMEA3275507,METAGENOMIC,WGS,RANDOM,paired,ERR771068_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771068_2.fastq.gz,ERR771068,ERX714253,Illumina MiSeq,ERR771068,"1,610,966",635.6M,324.4Mb,3/4/15
OSD,SAMEA3275508,METAGENOMIC,WGS,RANDOM,paired,ERR771069_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771069_1.fastq.gz,ERR771069,ERX714257,Illumina MiSeq,ERR771069,"959,595",368.7M,189.2Mb,3/4/15
OSD,SAMEA3275508,METAGENOMIC,WGS,RANDOM,paired,ERR771069_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771069_2.fastq.gz,ERR771069,ERX714257,Illumina MiSeq,ERR771069,"959,595",368.7M,189.2Mb,3/4/15
OSD,SAMEA3275509,METAGENOMIC,WGS,RANDOM,paired,ERR771070_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771070_1.fastq.gz,ERR771070,ERX714296,Illumina MiSeq,ERR771070,"1,426,578",514.7M,269.4Mb,3/4/15
OSD,SAMEA3275509,METAGENOMIC,WGS,RANDOM,paired,ERR771070_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771070_2.fastq.gz,ERR771070,ERX714296,Illumina MiSeq,ERR771070,"1,426,578",514.7M,269.4Mb,3/4/15
OSD,SAMEA3275512,METAGENOMIC,WGS,RANDOM,paired,ERR771071_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771071_1.fastq.gz,ERR771071,ERX714295,Illumina MiSeq,ERR771071,"1,268,340",460.4M,231.4Mb,3/4/15
OSD,SAMEA3275512,METAGENOMIC,WGS,RANDOM,paired,ERR771071_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771071_2.fastq.gz,ERR771071,ERX714295,Illumina MiSeq,ERR771071,"1,268,340",460.4M,231.4Mb,3/4/15
OSD,SAMEA3275514,METAGENOMIC,WGS,RANDOM,paired,ERR771072_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771072_1.fastq.gz,ERR771072,ERX714242,Illumina MiSeq,ERR771072,"1,444,751",536.2M,277.3Mb,3/4/15
OSD,SAMEA3275514,METAGENOMIC,WGS,RANDOM,paired,ERR771072_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771072_2.fastq.gz,ERR771072,ERX714242,Illumina MiSeq,ERR771072,"1,444,751",536.2M,277.3Mb,3/4/15
OSD,SAMEA3275518,METAGENOMIC,WGS,RANDOM,paired,ERR771074_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771074_1.fastq.gz,ERR771074,ERX714256,Illumina MiSeq,ERR771074,"1,702,695",605M,302.6Mb,3/4/15
OSD,SAMEA3275518,METAGENOMIC,WGS,RANDOM,paired,ERR771074_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771074_2.fastq.gz,ERR771074,ERX714256,Illumina MiSeq,ERR771074,"1,702,695",605M,302.6Mb,3/4/15
OSD,SAMEA3275519,METAGENOMIC,WGS,RANDOM,paired,ERR771075_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771075_1.fastq.gz,ERR771075,ERX714297,Illumina MiSeq,ERR771075,"1,260,026",480.8M,244.7Mb,3/4/15
OSD,SAMEA3275519,METAGENOMIC,WGS,RANDOM,paired,ERR771075_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771075_2.fastq.gz,ERR771075,ERX714297,Illumina MiSeq,ERR771075,"1,260,026",480.8M,244.7Mb,3/4/15
OSD,SAMEA3275520,METAGENOMIC,WGS,RANDOM,paired,ERR771076_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771076_1.fastq.gz,ERR771076,ERX714298,Illumina MiSeq,ERR771076,"569,074",259.3M,140.9Mb,3/4/15
OSD,SAMEA3275520,METAGENOMIC,WGS,RANDOM,paired,ERR771076_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771076_2.fastq.gz,ERR771076,ERX714298,Illumina MiSeq,ERR771076,"569,074",259.3M,140.9Mb,3/4/15
OSD,SAMEA3275521,METAGENOMIC,WGS,RANDOM,paired,ERR771077_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771077_1.fastq.gz,ERR771077,ERX714299,Illumina MiSeq,ERR771077,"1,183,894",457.1M,230Mb,3/4/15
OSD,SAMEA3275521,METAGENOMIC,WGS,RANDOM,paired,ERR771077_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771077_2.fastq.gz,ERR771077,ERX714299,Illumina MiSeq,ERR771077,"1,183,894",457.1M,230Mb,3/4/15
OSD,SAMEA3275522,METAGENOMIC,WGS,RANDOM,paired,ERR771079_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771079_1.fastq.gz,ERR771079,ERX714300,Illumina MiSeq,ERR771079,"1,277,932",477.1M,237.6Mb,3/4/15
OSD,SAMEA3275522,METAGENOMIC,WGS,RANDOM,paired,ERR771079_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771079_2.fastq.gz,ERR771079,ERX714300,Illumina MiSeq,ERR771079,"1,277,932",477.1M,237.6Mb,3/4/15
OSD,SAMEA3275523,METAGENOMIC,WGS,RANDOM,paired,ERR771080_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771080_1.fastq.gz,ERR771080,ERX714222,Illumina MiSeq,ERR771080,"1,156,692",457.7M,236.3Mb,3/4/15
OSD,SAMEA3275523,METAGENOMIC,WGS,RANDOM,paired,ERR771080_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771080_2.fastq.gz,ERR771080,ERX714222,Illumina MiSeq,ERR771080,"1,156,692",457.7M,236.3Mb,3/4/15
OSD,SAMEA3275524,METAGENOMIC,WGS,RANDOM,paired,ERR771081_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771081_1.fastq.gz,ERR771081,ERX714287,Illumina MiSeq,ERR771081,"1,049,596",427.5M,220.7Mb,3/4/15
OSD,SAMEA3275524,METAGENOMIC,WGS,RANDOM,paired,ERR771081_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771081_2.fastq.gz,ERR771081,ERX714287,Illumina MiSeq,ERR771081,"1,049,596",427.5M,220.7Mb,3/4/15
OSD,SAMEA3275525,METAGENOMIC,WGS,RANDOM,paired,ERR771082_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771082_1.fastq.gz,ERR771082,ERX714243,Illumina MiSeq,ERR771082,"2,007,669",729.9M,368.1Mb,3/4/15
OSD,SAMEA3275525,METAGENOMIC,WGS,RANDOM,paired,ERR771082_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771082_2.fastq.gz,ERR771082,ERX714243,Illumina MiSeq,ERR771082,"2,007,669",729.9M,368.1Mb,3/4/15
OSD,SAMEA3275526,METAGENOMIC,WGS,RANDOM,paired,ERR771083_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771083_1.fastq.gz,ERR771083,ERX714255,Illumina MiSeq,ERR771083,"1,086,012",352.1M,157.5Mb,3/4/15
OSD,SAMEA3275526,METAGENOMIC,WGS,RANDOM,paired,ERR771083_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771083_2.fastq.gz,ERR771083,ERX714255,Illumina MiSeq,ERR771083,"1,086,012",352.1M,157.5Mb,3/4/15
OSD,SAMEA3275527,METAGENOMIC,WGS,RANDOM,paired,ERR771084_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771084_1.fastq.gz,ERR771084,ERX714292,Illumina MiSeq,ERR771084,"1,045,275",348M,156.5Mb,3/4/15
OSD,SAMEA3275527,METAGENOMIC,WGS,RANDOM,paired,ERR771084_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771084_2.fastq.gz,ERR771084,ERX714292,Illumina MiSeq,ERR771084,"1,045,275",348M,156.5Mb,3/4/15
OSD,SAMEA3275529,METAGENOMIC,WGS,RANDOM,paired,ERR771085_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771085_1.fastq.gz,ERR771085,ERX714270,Illumina MiSeq,ERR771085,"1,190,201",401.7M,185.3Mb,3/4/15
OSD,SAMEA3275529,METAGENOMIC,WGS,RANDOM,paired,ERR771085_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771085_2.fastq.gz,ERR771085,ERX714270,Illumina MiSeq,ERR771085,"1,190,201",401.7M,185.3Mb,3/4/15
OSD,SAMEA3275530,METAGENOMIC,WGS,RANDOM,paired,ERR771086_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771086_1.fastq.gz,ERR771086,ERX714237,Illumina MiSeq,ERR771086,"1,394,470",442M,192.2Mb,3/4/15
OSD,SAMEA3275530,METAGENOMIC,WGS,RANDOM,paired,ERR771086_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771086_2.fastq.gz,ERR771086,ERX714237,Illumina MiSeq,ERR771086,"1,394,470",442M,192.2Mb,3/4/15
OSD,SAMEA3275531,METAGENOMIC,WGS,RANDOM,paired,ERR771087_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771087_1.fastq.gz,ERR771087,ERX714301,Illumina MiSeq,ERR771087,"1,083,095",352.3M,159.1Mb,3/4/15
OSD,SAMEA3275531,METAGENOMIC,WGS,RANDOM,paired,ERR771087_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771087_2.fastq.gz,ERR771087,ERX714301,Illumina MiSeq,ERR771087,"1,083,095",352.3M,159.1Mb,3/4/15
OSD,SAMEA3275532,METAGENOMIC,WGS,RANDOM,paired,ERR771088_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771088_1.fastq.gz,ERR771088,ERX714303,Illumina MiSeq,ERR771088,"1,072,444",359M,167Mb,3/4/15
OSD,SAMEA3275532,METAGENOMIC,WGS,RANDOM,paired,ERR771088_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771088_2.fastq.gz,ERR771088,ERX714303,Illumina MiSeq,ERR771088,"1,072,444",359M,167Mb,3/4/15
OSD,SAMEA3275533,METAGENOMIC,WGS,RANDOM,paired,ERR771089_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771089_1.fastq.gz,ERR771089,ERX714302,Illumina MiSeq,ERR771089,"1,082,235",365M,170.2Mb,3/4/15
OSD,SAMEA3275533,METAGENOMIC,WGS,RANDOM,paired,ERR771089_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771089_2.fastq.gz,ERR771089,ERX714302,Illumina MiSeq,ERR771089,"1,082,235",365M,170.2Mb,3/4/15
OSD,SAMEA3275534,METAGENOMIC,WGS,RANDOM,paired,ERR771090_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771090_1.fastq.gz,ERR771090,ERX714304,Illumina MiSeq,ERR771090,"1,050,843",328.8M,146.2Mb,3/4/15
OSD,SAMEA3275534,METAGENOMIC,WGS,RANDOM,paired,ERR771090_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771090_2.fastq.gz,ERR771090,ERX714304,Illumina MiSeq,ERR771090,"1,050,843",328.8M,146.2Mb,3/4/15
OSD,SAMEA3275535,METAGENOMIC,WGS,RANDOM,paired,ERR771091_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771091_1.fastq.gz,ERR771091,ERX714254,Illumina MiSeq,ERR771091,"993,189",320.8M,142.6Mb,3/4/15
OSD,SAMEA3275535,METAGENOMIC,WGS,RANDOM,paired,ERR771091_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771091_2.fastq.gz,ERR771091,ERX714254,Illumina MiSeq,ERR771091,"993,189",320.8M,142.6Mb,3/4/15
OSD,SAMEA3275536,METAGENOMIC,WGS,RANDOM,paired,ERR771093_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771093_1.fastq.gz,ERR771093,ERX714310,Illumina MiSeq,ERR771093,"1,522,835",474.1M,215.1Mb,3/4/15
OSD,SAMEA3275536,METAGENOMIC,WGS,RANDOM,paired,ERR771093_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771093_2.fastq.gz,ERR771093,ERX714310,Illumina MiSeq,ERR771093,"1,522,835",474.1M,215.1Mb,3/4/15
OSD,SAMEA3275537,METAGENOMIC,WGS,RANDOM,paired,ERR771094_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771094_1.fastq.gz,ERR771094,ERX714309,Illumina MiSeq,ERR771094,"1,311,996",429M,203.7Mb,3/4/15
OSD,SAMEA3275537,METAGENOMIC,WGS,RANDOM,paired,ERR771094_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771094_2.fastq.gz,ERR771094,ERX714309,Illumina MiSeq,ERR771094,"1,311,996",429M,203.7Mb,3/4/15
OSD,SAMEA3275538,METAGENOMIC,WGS,RANDOM,paired,ERR771095_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771095_1.fastq.gz,ERR771095,ERX714308,Illumina MiSeq,ERR771095,"929,805",288.4M,132.1Mb,3/4/15
OSD,SAMEA3275538,METAGENOMIC,WGS,RANDOM,paired,ERR771095_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771095_2.fastq.gz,ERR771095,ERX714308,Illumina MiSeq,ERR771095,"929,805",288.4M,132.1Mb,3/4/15
OSD,SAMEA3275539,METAGENOMIC,WGS,RANDOM,paired,ERR771096_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771096_1.fastq.gz,ERR771096,ERX714307,Illumina MiSeq,ERR771096,"938,162",312.8M,148.5Mb,3/4/15
OSD,SAMEA3275539,METAGENOMIC,WGS,RANDOM,paired,ERR771096_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771096_2.fastq.gz,ERR771096,ERX714307,Illumina MiSeq,ERR771096,"938,162",312.8M,148.5Mb,3/4/15
OSD,SAMEA3275540,METAGENOMIC,WGS,RANDOM,paired,ERR771097_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771097_1.fastq.gz,ERR771097,ERX714311,Illumina MiSeq,ERR771097,"883,110",273.4M,133.5Mb,3/4/15
OSD,SAMEA3275540,METAGENOMIC,WGS,RANDOM,paired,ERR771097_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771097_2.fastq.gz,ERR771097,ERX714311,Illumina MiSeq,ERR771097,"883,110",273.4M,133.5Mb,3/4/15
OSD,SAMEA3275541,METAGENOMIC,WGS,RANDOM,paired,ERR771098_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771098_1.fastq.gz,ERR771098,ERX714366,Illumina MiSeq,ERR771098,"1,437,571",427.3M,191.7Mb,3/4/15
OSD,SAMEA3275541,METAGENOMIC,WGS,RANDOM,paired,ERR771098_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771098_2.fastq.gz,ERR771098,ERX714366,Illumina MiSeq,ERR771098,"1,437,571",427.3M,191.7Mb,3/4/15
OSD,SAMEA3275542,METAGENOMIC,WGS,RANDOM,paired,ERR771099_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771099_1.fastq.gz,ERR771099,ERX714365,Illumina MiSeq,ERR771099,"1,064,254",334.1M,152.2Mb,3/4/15
OSD,SAMEA3275542,METAGENOMIC,WGS,RANDOM,paired,ERR771099_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771099_2.fastq.gz,ERR771099,ERX714365,Illumina MiSeq,ERR771099,"1,064,254",334.1M,152.2Mb,3/4/15
OSD,SAMEA3275543,METAGENOMIC,WGS,RANDOM,paired,ERR771100_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771100_1.fastq.gz,ERR771100,ERX714306,Illumina MiSeq,ERR771100,"1,440,765",433.7M,190.9Mb,3/4/15
OSD,SAMEA3275543,METAGENOMIC,WGS,RANDOM,paired,ERR771100_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771100_2.fastq.gz,ERR771100,ERX714306,Illumina MiSeq,ERR771100,"1,440,765",433.7M,190.9Mb,3/4/15
OSD,SAMEA3275544,METAGENOMIC,WGS,RANDOM,paired,ERR771101_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771101_1.fastq.gz,ERR771101,ERX714249,Illumina MiSeq,ERR771101,"1,202,212",386.5M,179Mb,3/4/15
OSD,SAMEA3275544,METAGENOMIC,WGS,RANDOM,paired,ERR771101_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771101_2.fastq.gz,ERR771101,ERX714249,Illumina MiSeq,ERR771101,"1,202,212",386.5M,179Mb,3/4/15
OSD,SAMEA3275545,METAGENOMIC,WGS,RANDOM,paired,ERR771102_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771102_1.fastq.gz,ERR771102,ERX714248,Illumina MiSeq,ERR771102,"659,225",238.9M,110.4Mb,3/4/15
OSD,SAMEA3275545,METAGENOMIC,WGS,RANDOM,paired,ERR771102_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771102_2.fastq.gz,ERR771102,ERX714248,Illumina MiSeq,ERR771102,"659,225",238.9M,110.4Mb,3/4/15
OSD,SAMEA3275546,METAGENOMIC,WGS,RANDOM,paired,ERR771103_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771103_1.fastq.gz,ERR771103,ERX714247,Illumina MiSeq,ERR771103,"1,154,227",417.7M,222.7Mb,3/4/15
OSD,SAMEA3275546,METAGENOMIC,WGS,RANDOM,paired,ERR771103_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771103_2.fastq.gz,ERR771103,ERX714247,Illumina MiSeq,ERR771103,"1,154,227",417.7M,222.7Mb,3/4/15
OSD,SAMEA3275547,METAGENOMIC,WGS,RANDOM,paired,ERR771104_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771104_1.fastq.gz,ERR771104,ERX714312,Illumina MiSeq,ERR771104,"1,326,984",507.1M,273Mb,3/4/15
OSD,SAMEA3275547,METAGENOMIC,WGS,RANDOM,paired,ERR771104_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR771104_2.fastq.gz,ERR771104,ERX714312,Illumina MiSeq,ERR771104,"1,326,984",507.1M,273Mb,3/4/15
OSD,SAMEA3275549,METAGENOMIC,WGS,RANDOM,paired,ERR770958_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770958_1.fastq.gz,ERR770958,ERX714221,Illumina MiSeq,ERR770958,"910,076",372.7M,197Mb,3/4/15
OSD,SAMEA3275549,METAGENOMIC,WGS,RANDOM,paired,ERR770958_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770958_2.fastq.gz,ERR770958,ERX714221,Illumina MiSeq,ERR770958,"910,076",372.7M,197Mb,3/4/15
OSD,SAMEA3275551,METAGENOMIC,WGS,RANDOM,paired,ERR770959_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770959_1.fastq.gz,ERR770959,ERX714313,Illumina MiSeq,ERR770959,"1,390,178",485.2M,250.8Mb,3/4/15
OSD,SAMEA3275551,METAGENOMIC,WGS,RANDOM,paired,ERR770959_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770959_2.fastq.gz,ERR770959,ERX714313,Illumina MiSeq,ERR770959,"1,390,178",485.2M,250.8Mb,3/4/15
OSD,SAMEA3275552,METAGENOMIC,WGS,RANDOM,paired,ERR770960_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770960_1.fastq.gz,ERR770960,ERX714314,Illumina MiSeq,ERR770960,"1,243,027",401.5M,204.5Mb,3/4/15
OSD,SAMEA3275552,METAGENOMIC,WGS,RANDOM,paired,ERR770960_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770960_2.fastq.gz,ERR770960,ERX714314,Illumina MiSeq,ERR770960,"1,243,027",401.5M,204.5Mb,3/4/15
OSD,SAMEA3275553,METAGENOMIC,WGS,RANDOM,paired,ERR770961_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770961_1.fastq.gz,ERR770961,ERX714241,Illumina MiSeq,ERR770961,"2,954,465",1.6G,950.1Mb,3/4/15
OSD,SAMEA3275553,METAGENOMIC,WGS,RANDOM,paired,ERR770961_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770961_2.fastq.gz,ERR770961,ERX714241,Illumina MiSeq,ERR770961,"2,954,465",1.6G,950.1Mb,3/4/15
OSD,SAMEA3275554,METAGENOMIC,WGS,RANDOM,paired,ERR770962_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770962_1.fastq.gz,ERR770962,ERX714315,Illumina MiSeq,ERR770962,"1,242,413",463.2M,243.9Mb,3/4/15
OSD,SAMEA3275554,METAGENOMIC,WGS,RANDOM,paired,ERR770962_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770962_2.fastq.gz,ERR770962,ERX714315,Illumina MiSeq,ERR770962,"1,242,413",463.2M,243.9Mb,3/4/15
OSD,SAMEA3275555,METAGENOMIC,WGS,RANDOM,paired,ERR770963_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770963_1.fastq.gz,ERR770963,ERX714251,Illumina MiSeq,ERR770963,"1,339,269",485M,264.1Mb,3/4/15
OSD,SAMEA3275555,METAGENOMIC,WGS,RANDOM,paired,ERR770963_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770963_2.fastq.gz,ERR770963,ERX714251,Illumina MiSeq,ERR770963,"1,339,269",485M,264.1Mb,3/4/15
OSD,SAMEA3275556,METAGENOMIC,WGS,RANDOM,paired,ERR770964_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770964_1.fastq.gz,ERR770964,ERX714356,Illumina MiSeq,ERR770964,"1,151,860",416.1M,213.6Mb,3/4/15
OSD,SAMEA3275556,METAGENOMIC,WGS,RANDOM,paired,ERR770964_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770964_2.fastq.gz,ERR770964,ERX714356,Illumina MiSeq,ERR770964,"1,151,860",416.1M,213.6Mb,3/4/15
OSD,SAMEA3275557,METAGENOMIC,WGS,RANDOM,paired,ERR770965_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770965_1.fastq.gz,ERR770965,ERX714355,Illumina MiSeq,ERR770965,"1,446,509",543.8M,282.9Mb,3/4/15
OSD,SAMEA3275557,METAGENOMIC,WGS,RANDOM,paired,ERR770965_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770965_2.fastq.gz,ERR770965,ERX714355,Illumina MiSeq,ERR770965,"1,446,509",543.8M,282.9Mb,3/4/15
OSD,SAMEA3275558,METAGENOMIC,WGS,RANDOM,paired,ERR770966_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770966_1.fastq.gz,ERR770966,ERX714354,Illumina MiSeq,ERR770966,"1,424,231",509M,270.3Mb,3/4/15
OSD,SAMEA3275558,METAGENOMIC,WGS,RANDOM,paired,ERR770966_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770966_2.fastq.gz,ERR770966,ERX714354,Illumina MiSeq,ERR770966,"1,424,231",509M,270.3Mb,3/4/15
OSD,SAMEA3275559,METAGENOMIC,WGS,RANDOM,paired,ERR770967_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770967_1.fastq.gz,ERR770967,ERX714316,Illumina MiSeq,ERR770967,"1,442,630",548.2M,289Mb,3/4/15
OSD,SAMEA3275559,METAGENOMIC,WGS,RANDOM,paired,ERR770967_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770967_2.fastq.gz,ERR770967,ERX714316,Illumina MiSeq,ERR770967,"1,442,630",548.2M,289Mb,3/4/15
OSD,SAMEA3275561,METAGENOMIC,WGS,RANDOM,paired,ERR770969_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770969_1.fastq.gz,ERR770969,ERX714236,Illumina MiSeq,ERR770969,"1,281,107",453.5M,234.4Mb,3/4/15
OSD,SAMEA3275561,METAGENOMIC,WGS,RANDOM,paired,ERR770969_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770969_2.fastq.gz,ERR770969,ERX714236,Illumina MiSeq,ERR770969,"1,281,107",453.5M,234.4Mb,3/4/15
OSD,SAMEA3275562,METAGENOMIC,WGS,RANDOM,paired,ERR770970_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770970_1.fastq.gz,ERR770970,ERX714364,Illumina MiSeq,ERR770970,"1,102,976",425.5M,217.7Mb,3/4/15
OSD,SAMEA3275562,METAGENOMIC,WGS,RANDOM,paired,ERR770970_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770970_2.fastq.gz,ERR770970,ERX714364,Illumina MiSeq,ERR770970,"1,102,976",425.5M,217.7Mb,3/4/15
OSD,SAMEA3275564,METAGENOMIC,WGS,RANDOM,paired,ERR770971_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770971_1.fastq.gz,ERR770971,ERX714363,Illumina MiSeq,ERR770971,"1,442,142",499.9M,264.2Mb,3/4/15
OSD,SAMEA3275564,METAGENOMIC,WGS,RANDOM,paired,ERR770971_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770971_2.fastq.gz,ERR770971,ERX714363,Illumina MiSeq,ERR770971,"1,442,142",499.9M,264.2Mb,3/4/15
OSD,SAMEA3275565,METAGENOMIC,WGS,RANDOM,paired,ERR770972_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/ERR770972_1.fastq.gz,ERR770972,ERX714317,Illumina MiSeq,ERR770972,"1,215,082",471.9M,248Mb,3/4/15
